Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Temperature_C,Humidity_Percent,Soil_Type,Soil_pH,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Soil_Moisture_Percent,Irrigation_Type,Crop_Variety,Sowing_Month,Harvest_Month,Growing_Days,Soil_Fertility_Index,Pest_Risk_Index,Disease_Risk_Index,Water_Availability_Index,Weather_Stress_Index,Crop_Health_Index
Maize,1999,Rabi,Mizoram,185.0,190,2535.9,19634.05,49.95,1.15,15.6,86.8,Red,5.76,117.2,43.9,48.4,66.6,Canal,HYV,December,March,95,46.0,41.1,39.5,77.5,49.0,45.7
Ginger,2015,Kharif,Andhra Pradesh,362.0,955,940.7,57163.42,119.46,2.802,28.3,70.7,Black,7.98,214.8,90.6,118.6,49.4,Canal,Local,July,March,225,63.9,25.5,26.0,48.3,60.8,53.9
Maize,1997,Winter,Odisha,144.0,136,1496.6,13704.48,44.64,0.9925,20.8,69.8,Loamy,6.46,142.0,54.3,54.8,70.0,Canal,HYV,November,February,104,55.0,33.4,26.8,78.2,32.0,61.3
Moong(Green Gram),2003,Kharif,Madhya Pradesh,709.0,172,1163.0,70176.82,170.16,0.24,27.1,61.1,Sandy Loam,6.5,121.9,46.3,50.9,44.5,Rainfed,Local,June,August,67,46.9,18.7,24.5,21.5,22.0,53.6
Cowpea(Lobia),2010,Kharif,Karnataka,70151.0,36233,1317.7,11652782.61,16836.24,0.527692308,28.2,72.2,Red,6.23,176.0,92.3,73.6,53.3,Rainfed,HYV,July,September,73,62.4,19.5,20.5,37.2,10.0,66.9
Niger seed,2008,Kharif,Chhattisgarh,70876.0,12697,1117.9,10138103.04,6378.84,0.176875,28.3,76.1,Laterite,6.29,124.6,57.6,64.7,40.1,Rainfed,Improved,June,September,103,49.8,23.7,21.5,25.4,45.9,45.8
Ragi,2008,Autumn,Odisha,26091.0,17371,1539.0,3732056.64,2348.19,0.573,23.5,75.5,Alluvial,6.86,200.5,59.5,88.8,71.2,Drip,HYV,October,February,121,69.6,21.6,28.5,62.1,20.5,71.4
Small millets,2002,Kharif,Andhra Pradesh,46256.0,21891,648.1,4379055.52,11564.0,0.461538462,30.9,70.7,Red,6.23,110.4,43.5,43.5,28.6,Rainfed,Local,May,August,94,38.3,34.5,11.7,0.0,44.7,32.3
Linseed,2005,Rabi,Himachal Pradesh,1008.0,111,1248.1,120879.36,211.68,0.0725,16.2,51.5,Black,7.82,165.2,55.5,73.9,44.1,Rainfed,HYV,December,April,114,50.7,9.7,9.0,24.5,19.0,61.9
Castor seed,2014,Kharif,Karnataka,11913.0,7243,1238.5,1798386.48,3931.29,0.616363636,30.9,67.5,Red,6.33,149.1,70.6,76.5,57.2,Borewell,High Yielding Variety,May,October,158,57.6,18.4,25.2,51.8,25.5,61.9
Other  Rabi pulses,2004,Rabi,Bihar,2492.0,1886,1147.8,269983.28,523.32,0.819090909,18.3,60.5,Alluvial,7.39,170.3,60.3,68.4,44.5,Rainfed,Improved,November,March,110,62.6,16.1,15.3,29.3,4.2,59.5
Cotton(lint),2013,Kharif,Gujarat,2608410.0,10511576,1006.5,376889160.9,704270.7,3.703043478,27.9,62.6,Sandy,6.78,108.0,53.9,47.4,46.1,Borewell,Hybrid,June,December,175,48.0,37.3,44.9,50.0,2.1,56.8
Mesta,2003,Kharif,Andhra Pradesh,59177.0,470198,826.0,5857339.46,14202.48,7.792857143,29.3,58.4,Alluvial,6.89,144.8,54.1,55.0,42.0,Sprinkler,Local,June,September,102,53.5,27.2,22.3,38.5,12.5,64.2
Ragi,2015,Kharif,Maharashtra,91700.0,92900,875.7,14480347.0,30261.0,0.895,26.3,56.8,Black,7.44,216.8,82.7,105.2,51.4,Drip,Hybrid,May,September,108,72.3,21.1,9.2,27.5,22.0,61.8
Masoor,2018,Rabi,Tripura,2515.0,1876,2169.1,407933.0,880.25,0.73625,20.2,84.7,Alluvial,6.98,248.7,95.9,96.2,68.5,Rainfed,Local,November,March,108,77.0,11.9,12.2,42.6,10.1,56.9
Maize,2016,Kharif,Assam,31333.0,91219,2296.8,4801782.25,10966.55,2.545925926,25.3,89.5,Black,7.16,208.9,65.5,93.4,71.2,Borewell,HYV,July,November,106,68.0,22.5,39.5,78.9,27.1,70.3
Rice,2007,Rabi,Puducherry,11411.0,28051,1434.5875,1522227.4,1825.76,3.02,24.3,71.1,Clay,7.46,136.3,49.5,93.9,70.5,Canal,Improved,December,April,132,65.0,37.0,53.4,73.8,50.7,62.6
Gram,2018,Rabi,Delhi,2.0,4,678.5,324.4,0.7,2.0,16.3,49.0,Loamy,6.34,222.8,86.3,98.7,41.9,Drip,Pusa 372,December,March,102,72.1,3.5,18.1,37.0,41.5,66.6
Sannhamp,2017,Kharif,Chhattisgarh,1085.0,550,1124.5,170822.4,412.3,0.395555556,30.8,70.9,Alluvial,6.5,219.7,86.0,99.7,59.1,Borewell,Improved,May,August,99,70.9,15.7,27.3,53.9,18.2,74.4
Gram,2008,Rabi,Madhya Pradesh,2869006.0,2811626,895.0,410382618.2,258210.54,0.9016,19.7,49.4,Loamy,6.27,170.0,38.5,86.1,58.5,Borewell,Local,December,April,106,53.8,19.4,32.0,29.3,20.5,55.9
Moong(Green Gram),2009,Kharif,Punjab,7000.0,6400,371.3,1090740.0,1190.0,0.941818182,27.8,52.9,Loamy,6.98,215.9,81.4,73.7,38.2,Borewell,HYV,May,July,68,70.0,15.2,14.2,24.9,25.2,58.8
Horse-gram,2013,Kharif,Andhra Pradesh,8768.0,5120,1062.3,1266888.32,2367.36,0.58125,28.8,75.1,Red,6.45,181.1,55.8,74.9,49.8,Canal,Improved,June,September,103,61.8,21.9,38.2,51.0,46.8,57.7
Barley,1998,Rabi,Uttar Pradesh,330535.0,702706,743.4,32656858.0,95855.15,2.021927711,17.8,48.6,Sandy Loam,6.18,150.3,38.6,46.5,38.1,Borewell,RD 2552,November,March,127,56.9,23.7,24.2,39.1,11.8,60.9
Sesamum,2012,Winter,Kerala,260.0,98,2187.6,39208.0,80.6,0.34375,23.2,95.0,Laterite,5.7,158.5,65.5,66.6,72.9,Drip,Improved,September,December,84,57.5,38.3,21.9,74.1,66.1,65.9
Ginger,2009,Whole Year,Tamil Nadu,864.0,13867,928.5,134628.48,146.88,16.036,25.4,64.3,Black,7.65,211.4,61.2,79.7,50.0,Canal,Local,February,October,233,53.2,35.7,29.0,48.5,5.9,62.8
Potato,2009,Whole Year,Delhi,88.0,21999,528.4,13712.16,14.96,249.99,20.1,50.1,Sandy Loam,6.87,185.7,73.1,86.2,35.3,Borewell,Kufri Bahar,February,June,110,61.2,0.0,31.0,32.0,31.4,51.5
Peas & beans (Pulses),2017,Rabi,Chhattisgarh,12016.0,4522,1124.5,1891799.04,4566.08,0.36,21.6,57.5,Red,5.97,179.3,63.4,97.2,42.4,Rainfed,Improved,October,January,102,53.0,30.5,39.4,28.7,28.4,49.8
Small millets,2011,Kharif,Uttarakhand,63943.0,79864,1564.7,10711731.36,21101.19,1.202727273,21.9,76.3,Loamy,6.76,250.9,86.0,99.8,65.4,Borewell,Local,July,October,89,89.2,17.3,15.6,71.8,29.3,83.7
Ragi,2009,Autumn,Odisha,21856.0,13721,1330.3,3405601.92,3715.52,0.5895,28.5,71.5,Alluvial,7.11,225.4,73.2,95.4,46.8,Rainfed,HYV,September,January,120,69.4,16.5,32.8,20.8,28.0,51.5
Rapeseed &Mustard,2007,Rabi,Bihar,88126.0,87464,1600.2,11756008.4,14100.16,0.932631579,15.6,64.9,Alluvial,6.59,205.7,68.7,88.1,67.0,Canal,Hybrid,December,April,120,74.9,24.9,29.5,61.7,4.5,73.0
Masoor,2016,Rabi,Tripura,3800.0,2535,2475.3,582350.0,1330.0,0.6675,19.6,88.2,Loamy,6.53,189.7,78.0,73.2,67.5,Rainfed,HYV,December,April,106,61.0,18.4,24.1,43.6,12.7,64.4
Safflower,2011,Rabi,Madhya Pradesh,157.0,33,852.6,26300.64,51.81,0.26,20.7,43.8,Loamy,6.58,241.2,76.4,105.6,40.1,Rainfed,Local,December,May,139,63.9,24.7,21.1,14.4,15.2,51.4
Onion,2003,Whole Year,Jharkhand,1137.98,9198,1258.3,112637.2604,273.1152,9.12,21.9,76.6,Loamy,6.69,130.5,55.9,60.9,63.5,Borewell,High Yielding Variety,February,June,133,51.7,21.9,34.0,56.2,24.2,63.6
Dry chillies,2006,Whole Year,Tamil Nadu,61418.0,42719,927.9,7843692.78,13511.96,0.803928571,27.9,58.8,Red,5.67,144.3,51.4,61.6,41.5,Canal,Hybrid,January,July,171,45.8,31.5,28.6,56.0,18.4,58.7
Cotton(lint),2010,Kharif,Nagaland,100.0,50,1771.8,16611.0,24.0,0.5,25.1,93.7,Loamy,6.26,253.7,99.3,102.0,67.4,Rainfed,Local,July,January,176,79.6,50.4,57.7,45.6,33.0,61.4
Rice,2007,Kharif,Goa,52191.0,121679,3674.7,6962279.4,8350.56,2.32,28.6,94.8,Laterite,5.51,168.6,53.9,60.1,50.2,Rainfed,Hybrid,May,September,131,57.3,41.9,49.1,53.1,20.9,51.6
Small millets,2005,Kharif,Maharashtra,71300.0,37600,1387.2,8550296.0,14973.0,0.495,28.6,70.8,Laterite,5.92,141.3,58.1,45.5,56.4,Borewell,Improved,May,August,91,53.6,16.4,31.3,55.3,18.0,55.5
Groundnut,2000,Kharif,Bihar,96.0,106,1207.0,9424.32,24.96,1.094,29.9,70.8,Black,8.36,110.2,47.9,45.6,61.4,Borewell,Local,May,September,115,41.9,34.7,22.0,54.1,34.3,57.1
Jowar,2004,Kharif,Delhi,9208.0,6350,651.9,997594.72,1933.68,0.69,29.6,68.9,Loamy,6.36,190.1,49.1,63.6,53.8,Borewell,Hybrid,May,September,114,54.3,24.7,29.2,25.2,33.5,60.7
Sugarcane,1999,Whole Year,Uttar Pradesh,2011024.0,115418883,883.4,213429977.1,542976.48,52.28773333,24.2,52.5,Alluvial,7.55,136.0,53.9,76.7,52.9,Canal,Local,January,December,327,61.8,40.0,34.7,40.0,57.7,63.5
Horse-gram,2006,Kharif,Karnataka,111793.0,40225,1146.3,14277084.03,24594.46,0.370434783,28.1,63.1,Loamy,6.06,152.4,47.9,53.4,52.1,Rainfed,Improved,May,August,94,50.6,4.9,19.4,18.3,21.9,62.7
Moth,2006,Kharif,Uttarakhand,10.0,3,1178.9,1277.1,2.2,0.3,25.9,69.4,Loamy,6.26,156.3,56.3,70.5,45.3,Rainfed,Improved,July,September,66,48.9,26.9,28.2,16.6,42.0,54.6
Cotton(lint),2013,Rabi,Karnataka,74978.0,138277,1235.6,10833571.22,20244.06,1.931818182,22.2,57.5,Loamy,7.18,201.3,65.9,90.2,44.7,Rainfed,Hybrid,December,May,160,66.5,41.3,30.1,27.3,62.8,32.8
Maize,2018,Kharif,Gujarat,310536.0,549680,1125.4,50368939.2,108687.6,1.835238095,28.2,55.0,Alluvial,7.41,247.9,97.6,96.9,50.5,Borewell,HQPM,May,August,102,78.1,33.9,37.6,52.7,26.3,72.2
Ragi,2003,Kharif,Goa,439.0,394,3011.6,43452.22,105.36,0.9,30.2,94.0,Laterite,5.56,104.3,31.0,63.7,51.9,Rainfed,HYV,June,October,119,48.1,31.2,36.2,52.5,55.5,52.1
Horse-gram,2011,Kharif,Nagaland,330.0,330,1544.354545,55281.6,108.9,1.011818182,24.3,91.6,Laterite,5.67,218.3,70.4,104.5,48.9,Rainfed,Local,July,October,98,70.3,20.8,36.8,37.4,17.7,69.8
Garlic,2004,Whole Year,Madhya Pradesh,42254.0,178505,895.7,4577798.36,8873.34,3.053125,22.5,55.6,Loamy,7.05,169.2,64.7,80.3,48.8,Borewell,Yamuna,January,June,139,63.3,13.9,13.4,36.8,35.8,55.5
Khesari,2008,Rabi,Madhya Pradesh,51566.0,38829,895.0,7376000.64,4640.94,0.672413793,20.1,47.6,Alluvial,6.83,178.8,75.5,95.9,33.5,Rainfed,Improved,November,February,104,64.3,15.9,16.4,18.1,13.8,51.6
Ragi,1998,Kharif,Maharashtra,157000.0,159100,1314.8,15511600.0,45530.0,1.03,30.1,75.6,Loamy,6.61,118.7,43.6,54.9,59.5,Borewell,HYV,May,September,120,54.8,26.4,25.6,53.3,43.0,55.7
Bajra,2019,Kharif,Himachal Pradesh,107.0,109,1217.7,18378.32,39.59,1.005,28.0,69.4,Sandy Loam,6.19,239.9,86.3,95.8,39.6,Sprinkler,Local,July,October,86,59.5,32.9,23.9,53.8,15.9,62.7
Arecanut,2018,Whole Year,Karnataka,476378.0,4253453,1419.1,77268511.6,166732.3,9.04,28.5,69.0,Laterite,6.13,211.1,76.7,85.2,69.3,Flood,Local,January,January,360,59.7,52.7,61.1,58.4,4.8,57.7
Linseed,2002,Rabi,West Bengal,8859.0,3691,1629.1,838681.53,2214.75,0.306666667,19.8,77.1,Black,7.58,131.0,47.9,31.0,63.9,Canal,High Yielding Variety,December,April,123,41.3,21.7,23.9,80.7,31.7,71.7
Ragi,2009,Winter,Odisha,36949.0,23731,1330.3,5757393.18,6281.33,0.5675,19.1,70.4,Loamy,6.39,230.9,82.0,81.8,49.9,Drip,Hybrid,October,February,118,71.6,20.8,30.8,51.9,49.1,57.4
Moong(Green Gram),2009,Rabi,Karnataka,8958.0,2349,1321.0,1395835.56,1522.86,0.28,26.6,52.8,Laterite,5.31,174.5,58.3,79.7,60.7,Borewell,Local,October,December,66,56.0,26.0,24.0,69.8,30.3,63.9
Dry chillies,2008,Summer,Puducherry,1.0,1,1434.5875,143.04,0.09,1.0,32.4,68.9,Loamy,6.2,204.8,65.5,71.6,68.9,Canal,Byadgi,April,October,166,75.9,43.4,48.5,70.2,45.3,63.4
Cotton(lint),2013,Kharif,Nagaland,120.0,70,1350.9,17338.8,32.4,0.585,24.5,88.9,Laterite,6.21,161.3,60.0,65.3,53.0,Rainfed,Local,May,November,165,46.9,56.7,58.6,38.5,53.0,44.6
Tobacco,2015,Whole Year,Kerala,9.0,15,2602.9,1421.19,2.97,1.67,25.4,86.3,Laterite,5.48,209.3,81.3,86.1,77.7,Canal,Local,January,June,139,74.0,33.5,52.0,71.4,7.9,61.6
Maize,2009,Kharif,Maharashtra,673000.0,1530600,1002.4,104866860.0,114410.0,1.972962963,28.3,64.7,Alluvial,6.63,222.5,86.0,99.1,49.3,Borewell,Hybrid,July,November,105,65.4,35.1,25.1,51.6,23.3,61.1
Cowpea(Lobia),2019,Kharif,Mizoram,1033.0,1469,2178.5,177428.08,382.21,1.32625,27.9,95.0,Sandy Loam,7.09,228.6,86.0,120.2,75.8,Canal,Local,July,September,71,74.0,40.5,26.4,81.7,0.0,83.2
Soyabean,2016,Kharif,Manipur,5100.0,4326,2039.8,781575.0,1785.0,0.845555556,24.1,90.7,Alluvial,7.09,212.8,64.6,96.0,59.3,Rainfed,Local,May,September,106,62.5,22.8,39.4,28.9,22.0,57.3
Sunflower,2000,Kharif,Karnataka,188140.0,100627,1213.3,18469703.8,48916.4,0.5375,27.5,69.8,Black,7.81,136.8,50.8,35.3,47.3,Canal,KBSH,May,August,102,46.4,20.3,25.1,56.8,40.6,68.5
Turmeric,2002,Whole Year,Meghalaya,1543.0,8642,4355.3,146075.81,385.75,5.442857143,22.2,73.2,Laterite,6.28,91.5,27.4,18.5,72.7,Canal,Salem,January,August,224,43.0,27.6,30.1,84.4,36.5,58.9
Garlic,2006,Whole Year,Chhattisgarh,896.0,2626,1317.2,114428.16,197.12,3.061666667,23.2,63.1,Loamy,6.28,174.3,75.8,64.2,48.1,Rainfed,Local,January,June,146,70.4,25.6,20.8,32.4,46.9,44.9
Tobacco,2009,Whole Year,Tamil Nadu,7051.0,10741,928.5,1098686.82,1198.67,1.407857143,24.7,57.5,Sandy Loam,6.21,207.2,77.3,78.5,50.8,Borewell,Hybrid,January,June,137,68.8,25.4,26.8,41.1,0.0,68.6
Other  Rabi pulses,2018,Rabi,Gujarat,20342.0,16224,1125.4,3299472.4,7119.7,0.862666667,18.7,42.9,Black,7.41,222.6,82.4,106.2,43.6,Rainfed,Local,December,April,109,60.6,18.7,19.0,25.0,24.3,62.9
Jowar,2011,Kharif,Tamil Nadu,134231.0,147052,926.5,22486377.12,44296.23,1.18173913,32.0,78.0,Red,6.4,234.6,85.6,114.0,43.3,Borewell,Hybrid,May,September,114,80.5,36.1,35.0,39.5,44.4,63.5
Dry chillies,2017,Rabi,Puducherry,3.0,30,1582.4,472.32,1.14,10.0,24.8,66.1,Black,7.69,233.1,94.0,89.5,64.3,Canal,Hybrid,November,April,162,69.8,34.7,47.0,66.7,11.3,68.8
Oilseeds total,2005,Whole Year,Arunachal Pradesh,27566.0,23695,2767.0,3305714.72,5788.86,0.955333333,21.7,87.2,Loamy,6.07,163.6,79.0,52.3,62.3,Rainfed,Improved,January,April,103,58.4,27.6,20.4,51.8,34.7,49.9
Rice,2016,Autumn,Kerala,56601.0,167181,2924.3,8674103.25,19810.35,2.524615385,26.6,95.0,Alluvial,7.01,233.9,77.0,103.7,74.8,Borewell,Improved,October,February,122,83.8,35.5,59.7,77.0,33.3,76.1
Jowar,2016,Kharif,Tripura,683.0,546,2475.3,104669.75,239.05,0.79625,29.5,95.0,Alluvial,7.1,238.6,72.0,101.7,63.2,Rainfed,HYV,June,October,112,69.5,15.0,16.8,52.4,47.3,69.7
Onion,2016,Kharif,Karnataka,183065.0,1314804,1147.2,28054711.25,64072.75,7.5872,22.6,62.5,Loamy,6.18,206.1,66.6,94.3,36.7,Rainfed,Hybrid,May,October,139,72.3,29.7,30.2,24.2,48.8,45.6
Maize,2009,Kharif,Uttarakhand,26103.0,36088,847.8,4067369.46,4437.51,1.236153846,25.1,69.6,Alluvial,7.01,214.5,88.0,110.0,47.6,Borewell,Local,June,October,105,76.7,28.2,34.3,32.3,22.4,59.6
Peas & beans (Pulses),2009,Kharif,Jammu and Kashmir,251.0,141,751.7,39110.82,42.67,0.53,19.6,57.1,Alluvial,7.03,227.0,67.1,93.7,33.0,Rainfed,Hybrid,June,September,100,61.2,22.6,15.7,0.0,22.6,45.8
Mesta,2007,Kharif,Meghalaya,4395.0,20037,4702.0,586293.0,703.2,4.596666667,28.1,95.0,Alluvial,7.22,191.1,76.2,85.5,86.9,Canal,Local,June,October,108,57.5,26.4,26.0,83.3,11.1,70.1
Safflower,2009,Rabi,Maharashtra,188100.0,108900,1002.4,29309742.0,31977.0,0.6455,20.4,44.9,Red,6.12,169.7,67.0,73.8,46.5,Borewell,Improved,November,March,134,59.9,11.2,32.5,47.6,10.4,71.2
Soyabean,2000,Kharif,Mizoram,1194.0,1591,2834.3,117214.98,310.44,1.45,26.6,95.0,Loamy,6.08,139.7,41.9,73.8,76.5,Canal,JS 335,June,September,97,50.5,22.6,28.4,80.8,43.0,71.0
Other Cereals,2018,Kharif,Sikkim,2996.0,2944,3350.1,485951.2,1048.6,0.97,21.4,92.6,Loamy,6.77,230.9,73.1,109.1,66.5,Rainfed,Local,July,November,123,85.2,22.4,32.9,52.4,37.1,68.8
Arecanut,2014,Kharif,Andhra Pradesh,483.0,338,687.6,72913.68,159.39,1.775,28.2,68.5,Laterite,5.59,168.6,60.2,59.6,49.9,Canal,Sumangala,July,July,360,40.9,41.1,44.1,39.7,10.2,53.7
Other Kharif pulses,2019,Kharif,Jammu and Kashmir,4237.0,3582,1324.1,727747.12,1567.69,1.08,22.9,57.3,Red,6.01,252.9,77.2,94.0,56.0,Canal,Local,June,September,96,70.6,13.3,11.2,74.7,39.3,70.5
Masoor,2001,Rabi,Chhattisgarh,15946.0,5162,1550.0,1628564.98,4145.96,0.417333333,17.5,63.3,Red,6.12,134.9,47.1,51.1,61.9,Canal,Local,November,March,114,42.6,22.1,17.8,69.5,32.3,63.8
Moong(Green Gram),2012,Kharif,Jammu and Kashmir,1561.0,836,1116.7,235398.8,483.91,0.639230769,25.9,66.9,Loamy,6.22,171.6,62.5,60.5,57.5,Sprinkler,Improved,June,August,64,52.8,38.3,31.7,46.6,40.4,59.3
Peas & beans (Pulses),1998,Winter,Manipur,630.0,320,1855.0,62244.0,182.7,0.52,14.8,80.1,Loamy,6.12,179.7,47.5,52.3,77.1,Canal,Local,October,January,101,55.6,35.5,21.9,81.8,31.5,78.1
Maize,2006,Rabi,Karnataka,78902.0,237039,1146.3,10076574.42,17358.44,2.7208,24.4,48.5,Loamy,7.1,146.8,60.0,74.0,39.5,Rainfed,HYV,October,February,110,46.0,39.5,25.1,26.7,44.1,38.9
Black pepper,2011,Whole Year,Karnataka,21701.0,6148,1178.986364,3635351.52,7161.33,0.296923077,26.1,75.4,Laterite,5.71,215.0,85.1,118.0,62.7,Flood,Karimunda,January,January,361,70.9,37.6,42.3,55.1,6.2,70.4
Mesta,2003,Kharif,Chhattisgarh,1219.0,2432,1643.7,120656.62,292.56,2.107857143,29.9,81.7,Black,7.71,155.2,46.9,58.0,80.9,Borewell,Improved,May,September,120,54.3,22.3,49.3,73.4,11.3,64.0
Groundnut,2010,Summer,Maharashtra,89300.0,124800,1389.0,14833623.0,21432.0,1.405,31.3,46.6,Black,7.49,221.7,102.3,116.1,61.9,Canal,Hybrid,April,August,108,75.3,34.3,23.8,62.8,52.1,62.5
Masoor,2004,Rabi,Assam,20386.0,11041,2536.9,2208619.24,4281.06,0.505714286,21.6,91.9,Loamy,6.64,180.0,53.5,56.8,63.0,Rainfed,Local,December,April,108,56.5,11.3,33.8,46.1,13.5,68.8
Ragi,2014,Kharif,Chhattisgarh,7640.0,1987,1274.7,1153334.4,2521.2,0.235,25.8,79.3,Red,6.07,161.1,59.1,74.0,51.3,Canal,Improved,June,October,117,55.2,23.7,26.8,64.8,20.3,76.1
Rice,2012,Summer,Kerala,47294.0,134609,2187.6,7131935.2,14661.14,2.482142857,30.3,80.9,Alluvial,7.14,199.7,69.2,103.4,74.7,Canal,Improved,April,August,119,65.2,46.3,39.0,78.1,37.4,70.3
Groundnut,2008,Kharif,Madhya Pradesh,202277.0,235046,895.0,28933702.08,18204.93,0.997291667,29.2,51.3,Black,7.79,166.8,63.3,79.2,36.8,Rainfed,Hybrid,May,September,119,60.2,25.1,15.7,11.5,62.8,39.7
Banana,1999,Whole Year,Karnataka,29043.0,671891,1203.8,3082333.59,7841.61,23.41576923,26.1,64.9,Red,5.63,124.0,49.5,40.5,60.1,Flood,Improved,January,January,347,55.9,25.2,43.9,62.8,19.9,70.8
Garlic,2001,Whole Year,Haryana,349.0,2800,483.8,35643.37,90.74,5.467142857,21.4,57.6,Sandy Loam,6.36,122.6,37.4,45.6,47.0,Borewell,Yamuna,January,June,137,45.3,41.5,31.7,27.3,25.1,53.9
Rice,2012,Kharif,Gujarat,672000.0,1408100,460.6,101337600.0,208320.0,1.98,29.7,58.9,Black,7.46,185.4,82.6,102.4,45.7,Flood,Basmati,June,October,127,58.2,26.6,26.9,33.2,28.1,54.8
Moong(Green Gram),2009,Kharif,Himachal Pradesh,225.0,104,969.9,35059.5,38.25,0.367142857,27.3,61.0,Sandy Loam,6.28,207.0,65.0,80.5,50.2,Canal,Improved,May,July,59,54.7,18.0,24.4,47.1,20.0,69.1
Castor seed,2019,Kharif,Nagaland,360.0,240,1593.0,61833.6,133.2,0.605555556,24.3,95.0,Loamy,7.0,284.3,100.3,98.7,60.9,Rainfed,Hybrid,June,December,169,88.4,26.6,28.5,31.4,27.9,57.2
Sesamum,2009,Kharif,Nagaland,3000.0,1520,1225.9,467460.0,510.0,0.515454545,27.9,89.4,Loamy,7.1,194.3,76.2,77.5,48.5,Rainfed,Local,June,September,82,60.4,39.2,13.9,18.6,25.3,62.0
Cotton(lint),1998,Kharif,Gujarat,1658500.0,3903000,775.6,163859800.0,480965.0,2.73,31.7,50.5,Alluvial,6.82,126.6,41.4,58.9,52.2,Drip,Local,July,January,166,52.8,48.2,22.5,44.7,38.9,60.3
Urad,2000,Kharif,West Bengal,56233.0,27815,1907.7,5520393.61,14620.58,0.462222222,29.5,90.0,Loamy,6.01,110.4,55.9,63.3,71.7,Borewell,HYV,June,September,77,51.8,28.4,16.3,72.5,10.9,69.2
other oilseeds,2002,Rabi,Andhra Pradesh,10921.0,13551,648.1,1033891.07,2730.25,1.224666667,23.0,45.9,Alluvial,6.72,130.8,32.7,40.5,37.1,Borewell,Improved,October,February,115,47.6,13.6,28.4,26.2,29.7,53.3
Castor seed,2007,Kharif,Chhattisgarh,158.0,60,1246.2,21077.2,25.28,0.9025,30.1,71.4,Laterite,5.6,162.4,43.2,63.3,66.5,Canal,Local,May,November,167,49.4,11.7,23.9,59.2,23.8,71.1
Wheat,2000,Rabi,West Bengal,426000.0,1057610,1907.7,41820420.0,110760.0,2.330555556,18.1,81.5,Alluvial,7.39,97.8,50.1,50.9,61.9,Rainfed,HD 2967,November,April,136,46.6,19.1,42.7,40.5,4.8,51.6
Other  Rabi pulses,2015,Rabi,Telangana,54.0,21,747.9,8527.14,17.82,0.305,20.0,46.7,Sandy,6.09,187.7,67.0,95.2,33.1,Borewell,Improved,October,February,109,56.0,20.5,24.6,34.1,0.8,61.3
Turmeric,2004,Whole Year,Karnataka,4080.0,19386,1117.7,442027.2,856.8,4.482857143,24.3,59.1,Loamy,6.1,133.2,64.7,48.9,43.5,Borewell,Improved,January,September,251,47.8,19.3,33.9,46.4,33.9,52.6
Jute,1998,Kharif,Uttar Pradesh,66.0,51,743.4,6520.8,19.14,0.83,28.7,55.4,Alluvial,6.98,121.2,50.7,47.1,51.6,Canal,Hybrid,May,August,104,48.9,13.9,40.0,50.8,2.5,61.0
Masoor,2015,Rabi,Uttar Pradesh,334700.0,237749,596.7,52852477.0,110451.0,0.729066667,16.8,52.8,Alluvial,7.12,228.4,77.9,93.9,29.9,Rainfed,Hybrid,October,February,107,65.8,0.0,18.7,7.6,27.8,52.2
Masoor,2000,Rabi,Uttarakhand,15290.0,8156,1413.4,1501019.3,3975.4,0.512307692,16.7,63.6,Alluvial,7.39,128.5,31.1,48.5,41.6,Rainfed,Improved,October,February,114,47.5,29.4,30.9,36.5,33.9,49.2
Bajra,2000,Kharif,Punjab,6000.0,5000,405.3,589020.0,1560.0,0.875,27.6,61.9,Sandy,7.34,115.7,16.9,33.4,35.8,Sprinkler,Hybrid,July,October,79,31.2,23.3,16.1,26.5,19.3,50.4
Linseed,2015,Rabi,Maharashtra,16252.0,3988,875.7,2566353.32,5363.16,0.165,18.0,44.3,Black,8.19,244.1,76.8,86.6,48.0,Rainfed,Local,December,April,128,53.2,9.2,8.4,10.2,11.9,57.2
Tobacco,2013,Whole Year,Kerala,9.0,17,3255.4,1300.41,2.43,1.89,25.2,95.0,Black,8.23,212.3,67.0,66.9,78.2,Borewell,Local,January,June,142,66.0,27.5,42.0,82.5,0.0,77.3
Tobacco,1997,Rabi,Bihar,20561.0,14763,1303.7,1956790.37,6373.91,0.755263158,23.7,58.1,Black,7.15,145.8,45.4,51.0,70.1,Canal,Local,December,April,115,44.1,33.5,33.8,63.7,8.5,53.6
Maize,2016,Kharif,Manipur,19740.0,41800,2039.8,3025155.0,6909.0,2.102222222,28.0,93.0,Laterite,5.34,180.4,54.3,80.3,61.9,Rainfed,Local,June,October,109,55.7,47.2,30.4,61.0,28.2,63.4
Moth,2009,Kharif,Jammu and Kashmir,2806.0,1607,751.7,437230.92,477.02,0.650909091,28.8,45.6,Loamy,6.21,223.1,86.3,79.6,39.3,Rainfed,Improved,June,August,64,63.9,32.9,16.4,14.9,39.1,53.8
Jowar,2018,Rabi,Maharashtra,1908957.0,767530,1387.4,309632825.4,668134.95,0.55,21.2,58.1,Black,7.54,235.4,93.5,116.9,70.1,Borewell,HYV,November,March,105,70.5,35.4,6.0,64.7,24.9,66.2
